,job_role,filing,salaries,date_posted,needed_date_range,location,posting_url
508,Systems Design Engineer,5966341,$170187 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c5966341/
509,Software Development Engineer,5796302,$237000 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c5796302/
510,Hardware Development Engineer,5927593,$148430 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Pittsburgh, PA",https://app-post.net/index.php/noticeoffiling-c5927593/
511,Software Development Engineer,5927633,$159000 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927633/
512,Machine Learning Engineer,5927678,$153000 ,"October 14, 2021",10-18-2021 to 10-17-2024,"Austin, TX",https://app-post.net/index.php/noticeoffiling-c5927678/
513,Software Development Engineer – systems ,5927657,$168736 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Austin, TX",https://app-post.net/index.php/noticeoffiling-c5927657/
514,ASIC Design Engineer,5870303,$130000 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5870303/
515,Software Development Engineer – Systems,5927208,$154028 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927208/
516,Software Development Engineer – Systems,5927202,$155000 ,"October 14, 2021",10-18-2021 to 10-17-2024,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927202/
517,Software Development Engineer – Systems,5927353,$156000 ,"October 14, 2021",10-27-2021 to 10-26-2024,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927353/
518,Engineering Project Coordinator,6018691,$170000 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c6018691/
519,Machine Learning Engineer,5927404,$190000 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Austin, TX",https://app-post.net/index.php/noticeoffiling-c5927404/
520,Manufacturing Design Engineer ,5927577,$124200 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5927577/
521,ASIC Design Engineer,5927337,$119646 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Santa Clara, CA",https://app-post.net/index.php/noticeoffiling-c5927337/
522,AR/VR Software Development Engineer,5927521,$152000 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927521/
523,FE Engineer,5927501,$139759 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927501/
524,Manufacturing Design Engineer,5927429,$152845 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Santa Clara, CA",https://app-post.net/index.php/notice-of-filing-c5927429/
525,Software Development Engineer – Systems,5927307,$171796 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927307/
526,Design Verification Engineer,5927396,$145205 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927396/
527,Hardware Development Engineer,5927417,$176085 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927417/
528,Manufacturing Quality Engineer ,5927367,$139259 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927367/
529,Test Engineer,5927361,$137500 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Santa Clara, CA",https://app-post.net/index.php/noticeoffiling-c5927361/
530,Layout/Mask Design Manager,5927463,$232628 ,"October 14, 2021",4-15-2022 to 4-24-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5927463/
531,ASIC Design Engineer (17-2072),5966387,$141278 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5966387/
532,Data Scientist (15-2041),5966487,$155105 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5966487/
533,Software Development Engineer – Systems (17-2061),5927372,$181300 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927372/
534,Software Development Engineer – Systems (15-1132),5927671,$143200 ,"October 14, 2021",4-15-2022 to 04-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927671/
535,Software Development Engineer – Systems(15-113),5927362,$160200 ,"October 14, 2021",4-15-2022 to 4-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927362/
536,Software Development Engineer,5920550,$210000 ,"October 14, 2021",3-22-2022 to 3-21-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5920550/
537,ASIC Design Engineer,5927176,$123600 ,"October 14, 2021",2-7-2022 to 2-6-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927176/
538,Software Development Engineer – Systems,5861403,$173301 ,"October 13, 2021",10-27-2021 to 10-26-2024,"Cupertino, CA",https://app-post.net/index.php/nof-c5861403/
539,Hardware Systems Engineer (17-2072),4973479,$196400 ,"October 13, 2021",2-18-2022 to 2-17-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c4973479/
540,Software Development Engineer -Manager (11-3021),5966383,$250000 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c5966383/
541,Design Verification Engineer (17-2072),5982122,$149350 ,"October 13, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c5982122/
542,UX Designer,5927234,$156375 ,"October 13, 2021",4-8-2022 to 4-7-2025,"Sunnyvale, CA",https://app-post.net/index.php/notice-of-filing-c5927234/
543,Software Development Engineer – UI,5927182,$195535 ,"October 13, 2021",4-10-2022 to 4-9-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927182/
544,Hardware Development Engineer,5927180,$172000 ,"October 13, 2021",10-20-2021 to 10-19-2024,"Sunnyvale, CA</li><li>The labor condition application is available for public inspection at the offices of Apple Inc",https://app-post.net/index.php/notice-of-filing-c5927180/
545,Design Verification Engineer,5927174,$149609 ,"October 13, 2021",4-14-2022 TO 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927174/
546,Software Development Engineer -Applications Manager,5909953,$174600 ,"October 13, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5909953/
547,Product Design Engineer,5927625,$144000 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927625/
548,Software  Development Engineer – Test (15-1133),5927578,$175300 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927578/
549,Strategic Business Development (11-2021),5927525,$205602 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927525/
550,Manufacturing Design Engineer (17-2131),5927499,$149128 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Santa Clara, CA",https://app-post.net/index.php/notice-of-filing-c5927499/
551,Software Development Engineer – Systems (15-1133),5927435,$159800 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Sunnyvale, CA",https://app-post.net/index.php/notice-of-filing-c5927435/
552,Software Development Engineer,5927415,$231750 ,"October 13, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927415/
553,Commodity Specialist Manager,5927381,$150174 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Sunnyvale, CA",https://app-post.net/index.php/notice-of-filing-c5927381/
554,Software Development Engineer – Systems (15-1133),5927364,$174400 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927364/
555,Mechanical Design Engineer (17-2141),5927334,$142500 ,"October 13, 2021",4-10-2022 to 4-9-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927334/
556,Software Development Engineer,5927319,$131500 ,"October 13, 2021",4-10-2022 to 4-9-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927319/
557,IC Packaging Engineer,5927296,$151113 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927296/
558,Machine Learning Research Engineer,5927288,$165560 ,"October 13, 2021",10-18-2021 to 10-17-2024,"Cupertino, CA, San Francisco, CA, New York, NY",https://app-post.net/index.php/notice-of-filing-c5927288/
559,Engineering Project/Program Manager,5927286,$184800 ,"October 13, 2021",4-4-2022 to 4-3-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927286/
560,ASIC Design Engineer,6018654,$145000 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c6018654/
561,Tools &Automation Engineer,5974239,$165000 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5974239/
562,Product Design Engineer,5927658,$140741 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927658/
563,Software Development Engineer – Applications (15-1132),5927647,$212020 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Austin,TX",https://app-post.net/index.php/noticeoffiling-c5927647/
564,Software Development Engineer – Applications,5927642,$178000 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927642/
565,Software Development Engineer – Applications (15-1132),5927610,$149000 ,"October 13, 2021",10-27-2022 to 10-26-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927610/
566,Machine Learning Engineer,5927609,$168096 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Austin, TX",https://app-post.net/index.php/noticeoffiling-c5927609/
567,Machine Learning Manager,5927590,$183800 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Santa Clara, CA",https://app-post.net/index.php/noticeoffiling-c5927590/
568,ASIC Design Engineer,5927554,$124959 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927554/
569,Implementation Engineer (17-2072),5927460,$145509 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927460/
570,Machine Learning Engineer ,5927454,$150300 ,"October 13, 2021",04-14-2022 to 04-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927454/
571,SoC Architect (17-2061),5927370,$231160 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927370/
572,Power Engineer,5927352,$145219 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927352/
573,Hardware Development Engineer,5927341,$170000 ,"October 13, 2021",04-14-2022 to 04-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927341/
574,Software Development Engineer – Systems (15-1133),5927327,$142200 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927327/
575,Software Development Engineer- Systems,5927261,$145012 ,"October 13, 2021",04-14-2022 to 04-13-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5927261/
576,Software Development Engineer – Firmware (17-2061),5927238,$170000 ,"October 13, 2021",4-14-2022 to 4-13-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927238/
577,Machine Learning Engineer ,5927215,$188000 ,"October 13, 2021",4-10-2022 to 4-9-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5927215/
578,Machine Learning Engineer,5927170,$160800 ,"October 13, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927170/
579,AR/VR Software Development Engineer,5922982,$188820 ,"October 13, 2021",4-13-2022 to 4-12-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5922982/
580,Machine Learning Engineer,5927235,$144200 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927235/
581,Machine Learning Engineer,5927592,$198620 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927592/
582,Software Development Engineer – Systems,5927432,$164408 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Santa Clara, CA",https://app-post.net/index.php/notice-of-filing-c5927432/
583,Software Development Engineer – Systems,5927416,$149800 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927416/
584,Software Development Engineer,5927295,$155969 ,"October 12, 2021",04-13-2022 to 04-12-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927295/
585,Software Development Engineer – Systems,5927275,$180000 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927275/
586,RF/Analog/Mixed Signal Engineer,5927263,$154577 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927263/
587,ASIC Design Engineer,5927252,$138587 ,"October 12, 2021",3-16-2022 to 3-15-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927252/
588,Machine Learning Research Engineer,5927243,$191300 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Sunnyvale, CA",https://app-post.net/index.php/notice-of-filing-c5927243/
589,VLSI CAD Engineer,5966344,$141393 ,"October 12, 2021",2-15-2022 to 2-14-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5966344/
590,Software Development Engineer – Test (15-1199,5966340,$148500 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5966340/
591,Engineering Project Manager (17-2141),5961163,$159547 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5961163/
592,Noise and Vibration Engineer ,5927668,$145776 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Austin, TX",https://app-post.net/index.php/noticeoffiling-c5927668/
593,Tools &Automation Engineer,5927527,$130565 ,"October 12, 2021",04-13-2022 to 04-12-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5927527/
594,Machine Learning Engineer ,5927514,$124384 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927514/
595,Layout Engineer,5927508,$136620 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Austin, TX",https://app-post.net/index.php/noticeoffiling-c5927508/
596,Software Development Engineer (15-1132),5927493,$168000 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927493/
597,Design verification Engineer,5927462,$139449 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927462/
598,Software Integrity Engineer,5927439,$132200 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927439/
599,Hardware Systems Engineer,5927309,$132300 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Austin, TX",https://app-post.net/index.php/noticeoffiling-c5927309/
600,Software Development Engineer – Firmware,5927270,$208120 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927270/
601,Design Verification Engineer ,5927254,$131884 ,"October 12, 2021",4-12-2022 to 4-11-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5927254/
602,Machine Learning Engineer,5927226,$202000 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927226/
603,Tools &Automation Engineer (15-1132),5909949,$163680 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5909949/
604,Hardware Development Engineer,5909942,$163981 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5909942/
605,Software Development Engineer (15-1132),5909918,$222676 ,"October 12, 2021",4-13-2022 to 4-12-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5909918/
606,Systems Design Engineer,5927632,$144476 ,"October 12, 2021",2-16-2022 to 2-15-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927632/
607,Hardware Development Engineer,5927628,$148750 ,"October 12, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927628/
608,Software Development Engineer – Applications,5997986,$140000 ,"October 12, 2021",10-20-2021 to 10-19-2024,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5997986/
609,ASIC Design Engineer (17-2072),5927586,$148295 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c5927586/
610,Manufacturing Design Engineer (17-2112),5977571,$203335 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c5977571/
611,Manufacturing Design Engineer (17-2141),5927377,$148000 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5927377/
612,Tools &Automation Engineer,5966301,$151598 ,"October 11, 2021",10-15-2021 to 10-14-2024,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5966301-2/
613,Marcom Art Director,5927572,$198000 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927572/
614,Machine Learning Research Engineer,5927382,$141050 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Seattle, WA",https://app-post.net/index.php/noticeoffiling-c5927382/
615,Design Verification Engineer,5927264,$140400 ,"October 11, 2021",10-18-2021 to 10-17-2024,"Cupertino, CA and Bloomington, IL",https://app-post.net/index.php/noticeoffiling-c5927264/
616,HI Designer,5927216,$146500 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927216/
617,Software Development Engineer- Systems,5927168,$142300 ,"October 11, 2021",10-14-2021 to 10-13-2024,"San Diego, CA and Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927168/
618,Supply Chain Program Manager,5905889,$131764 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5905889/
619,Software Development Engineer- Manager,5894431,$188575 ,"October 11, 2021",04-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5894431/
620,Test Engineer,5927627,$145600 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927627/
621,Systems Design Engineer,5927482,$212580 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927482/
622,Product Design Engineer,5927475,$167262 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Austin, TX",https://app-post.net/index.php/notice-of-filing-c5927475/
623,Software Development Engineer,5927390,$148946 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Sunnyvale, CA",https://app-post.net/index.php/notice-of-filing-c5927390/
624,Perfection and Modeling Engineer,5927342,$142526 ,"October 11, 2021",10-20-2021TO 10-19-2024,"Sunnyvale, CA",https://app-post.net/index.php/notice-of-filing-c5927342/
625,Machine Learning Engineer,5927300,$190000 ,"October 11, 2021",04-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927300/
626,Software Development Engineer – Manager,5915735,$205000 ,"October 11, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5915735/
627,Hardware Development Engineer,5909932,$135552 ,"October 11, 2021",3-1-2022 to 2-28-2025,"Sunnyvale, CA",https://app-post.net/index.php/notice-of-filing-c5909932/
628,ASIC Design Engineer,5827411,$135262 ,"October 11, 2021",2-1-2022 to 1-31-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5827411/
629,Data Engineer,5796094,$166700 ,"October 11, 2021",10-21-2021 to 10-20-2024,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5796094/
630,ASIC Design Engineer (17-2072),5748921,$175270 ,"October 8, 2021",5-12-2022 to 5-11-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c5748921/
631,Strategic Sourcing Manager (11-3071,5966388,$172224 ,"October 8, 2021",10-08-2021 to 10-07-2024,"Cupertino, CA",https://app-post.net/index.php/nof-c-5966388-2/
632,Silicon Validation Engineer,5927436,$131250 ,"October 8, 2021",04-08-2022 to 04-07-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c5927436/
633,Hardware Development Engineer,5560877,$ 171680 ,"October 8, 2021",04-09-2022 to 04-08-2025,"Cupertino, CA",https://app-post.net/index.php/nof-c-5560877/
634,Manufacturing Design Engineer Manager,5852001,$166500 ,"October 8, 2021",4-09-2022 to 4-08-2025,"Santa Clara, CA",https://app-post.net/index.php/nof-c5852001/
635,Software Development Engineer,5927481,$139893 ,"October 8, 2021",4-9-2022 to 4-8-2025,"San Diego, CA",https://app-post.net/index.php/notice-of-filing-c5927481/
636,Implementation Engineer,5927200,$140257 ,"October 8, 2021",4-8-2022 to 4-7-2025,"Santa Clara, CA",https://app-post.net/index.php/noticeoffiling-c5927200/
637,Software Development Engineer – Firmware,5927597,$176500 ,"October 8, 2021",4-5-2022 to 4-4-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927597/
638,Formal Validation Engineer (17-2072),5966355,$205664 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5966355/
639,Software Development Engineer- Systems,5909919,$184400 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5909919/
640,Tools &Automation Engineer,5927504,$124000 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927504/
641,Software Development Engineer – Systems,5927354,$134000 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927354/
642,Machine Learning Research Engineer (15-1133),5927266,$183467 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927266/
643,Hardware Development Engineer,5927412,$159665 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927412/
644,ASIC Design Engineer (17-2072),5927673,$141870 ,"October 8, 2021",4-9-2022 TO 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927673/
645,HI Designer (27-1024),5927428,$140000 ,"October 8, 2021",4-09-2022 to 4-08-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927428/
646,Software Development Engineer – Systems (15-1133),5909947,$205000 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5909947/
647,Professional Services Consultant,5927348,$154632 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927348/
648,Software Development Engineer – Systems,5927280,$154706 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Sunnyvale, CA",https://app-post.net/index.php/notice-of-filing-c5927280/
649,Product Design Engineer,5927531,$137803 ,"October 8, 2021",4-09-2022 to 4-08-2025,"Santa Clara, CA",https://app-post.net/index.php/noticeoffiling-c5927531/
650,AR/VR Software Development Engineer,5927474,$150000 ,"October 8, 2021",4-09-2022 to 4-08-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927474/
651,Machine Learning Engineer,5927325,$175000 ,"October 8, 2021",4-9-2022 to 4-8-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927325/
652,Software Development Engineer,5927394,$185002 ,"October 8, 2021",04-09-2022 to 04-08-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927394/
653,Product Design Engineer (17-2141) ,5927502,$156609 ,"October 8, 2021",4-8-2022 to 4-7-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927502/
654,ASIC Design Engineer,5927418,$139050 ,"October 8, 2021",4-12-2022 to 4-11-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927418/
655,Manufacturing Quality Engineer (17-2112),5927403,$145238 ,"October 8, 2021",10-21-2022 to 10-20-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927403/
656,Tools &Automation Engineer (15-1199,5966301,$151598 ,"October 8, 2021",10-21-2021 to 10-20-2024,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5966301/
657,Strategic Sourcing Manager (11-3071,5966388,$172224 ,"October 7, 2021",4-08-2022 to 4-07-2025,"505 N Mathilda Avenue in Sunnyvale, CA",https://app-post.net/index.php/nof-c-5966388/
658,Software Development Engineer – Applications,5966380,$168075 ,"October 7, 2021",04-08--2022 to 04-07-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5966380/
659,AR/VR Software Development Engineer,5927619,$150000 ,"October 7, 2021",04-08-2022 to 04-07-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5927619/
660,Hardware Development Engineer,5927606,$172769 ,"October 7, 2021",4-08-2022 to 4-07-2025,"Sunnyvale, CA",https://app-post.net/index.php/noticeoffiling-c5927606/
661,Software Development Engineer,5927564,$185000 ,"October 7, 2021",04-08-2022 to 04-07-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927564/
662,RF/Analog/Mixed Signal Engineer,5927329,$191069 ,"October 7, 2021",4-8-2022 to 4-7-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927329/
663,Software Development Engineer – Systems,5927328,$147000 ,"October 7, 2021",4-8-2022 to 4-7-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927328/
664,Software Development Engineer – UI,5927317,$186000 ,"October 7, 2021",10-18-2021 to 10-17-2024,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5927317/
665,IC Packaging Engineer,5927229,$173545 ,"October 7, 2021",4-04-2022 to 4-03-2025,"San Francisco, CA",https://app-post.net/index.php/noticeoffiling-c5927229/
666,Systems Design Manager,5909924,$222000 ,"October 7, 2021",4-8-2022 TO 4-7-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5909924/
667,AR/VR Software Development Engineer,5901254,$195000 ,"October 7, 2021",4-08-2022 to 4-07-2025,"Cupertino, CA",https://app-post.net/index.php/noticeoffiling-c5901254/
668,Software Development Engineer – Systems,5927440,$172129 ,"October 7, 2021",4-08-2022 to 4-07-2025,"Cupertino, CA",https://app-post.net/index.php/notice-of-filing-c5927440/
669,Machine Learning Engineer,5927407,$190000 ,"October 7, 2021",4-08-2022 to 4-12-2025,"Santa Clara, CA",https://app-post.net/index.php/notice-of-filing-c5927407/
